,filed_bs,company_name_bs,end_bs,unit_bs,form_bs,frame,cik_bs,Assets - Cash and Cash Equivalents,Assets - Short-term Investments,"Assets - Accounts Receivable, Net (Current)","Assets - Accounts Receivable, Net (Non-current)",Assets - Inventory,Assets - Other Current Assets,Assets - Total Current Assets,"Assets - Property, Plant and Equipment, Net",Assets - Goodwill,"Assets - Intangible Assets, Net",Assets - Other Long-term Assets,Assets - Total Assets,Liabilities - Accounts Payable,Liabilities - Current Portion of Long-term Debt,Liabilities - Other Current Liabilities,Liabilities - Total Current Liabilities,Liabilities - Long-term Debt,Liabilities - Operating Lease Liabilities (Non-current),Liabilities - Other Long-term Liabilities,Liabilities - Total Liabilities,Equity - Common Stock and Paid-in Capital,Equity - Retained Earnings,Equity - Accumulated Other Comprehensive Income,Equity - Total Stockholders Equity,Equity - Total Liabilities and Equity,Validation - Current Assets Difference,Validation - Current Liabilities Difference,Validation - A = L+E Difference,filed_is,company_name_is,end_is,unit_is,form_is,cik_is,Revenue - Total Revenue,Cost - Total Cost of Revenue,Gross - Gross Profit,Operating Expenses - Research and Development,Operating Expenses - Sales and Marketing,Operating Expenses - General and Administrative,"Operating Expenses - Selling, General and Administrative",Operating Expenses - Amortization of Intangible Assets,Operating Expenses - Restructuring Charges,Operating - Operating Income,Other - Interest Expense,Other - Gain/Loss on Investments,Other - Foreign Currency Transaction Gain/Loss,"Other - Other Income/Expense, Net",Tax - Income Tax Expense/Benefit,Net Income - Net Income,EPS - Basic EPS,EPS - Diluted EPS,Income Before Tax - Income Before Income Taxes (calculated),Validation - Gross Profit Difference,filed,company_name,end,unit,form,cik,Operating - Net Income,Operating - Depreciation and Amortization,Operating - Stock-based Compensation,Operating - Deferred Income Taxes,Operating - Net Gains/Losses on Investments,Operating - Net Cash from Operating Activities,Investing - Capital Expenditures,Investing - Purchases of Investments,Investing - Other Investing Activities,Investing - Net Cash from Investing Activities,Financing - Proceeds from Common Stock Issuance,Financing - Common Stock Repurchases,Financing - Dividend Payments,Financing - Other Financing Activities,Financing - Net Cash from Financing Activities,Cash - Effect of Exchange Rate Changes,Cash - Net Change in Cash and Cash Equivalents,"Cash - Cash and Cash Equivalents, Beginning of Period","Cash - Cash and Cash Equivalents, End of Period",Supplemental - Interest Paid,Supplemental - Income Taxes Paid,Validation - Cash Reconciliation Difference,Validation - Net Cash Components Difference,Prev_Assets_Total_Assets,Prev_Equity_Total_Stockholders_Equity,Prev_Assets_Inventory,Prev_Assets_Accounts_Receivable_Current,Prev_Liabilities_Accounts_Payable,Prev_Assets_Total_Current_Assets,Prev_Liabilities_Total_Current_Liabilities,Avg_Total_Assets,Avg_Stockholders_Equity,Avg_Inventory,Avg_Accounts_Receivable,Avg_Accounts_Payable,Working_Capital,Prev_Working_Capital,Avg_Working_Capital,Total_Debt,Return_on_Assets,Return_on_Equity,Asset_Turnover_Ratio,Inventory_Turnover_Ratio,Accounts_Receivable_Turnover_Ratio,Accounts_Payable_Turnover_Ratio,Working_Capital_Turnover_Ratio,Debt_to_EBITDA_Ratio
13,2021-07-29,MICROSOFT CORPORATION,2021-06-30,USD,10-K,CY2021,789019,14224000000.0,116110000000.0,38043000000.0,3400000000.0,2636000000.0,13393000000.0,184406000000.0,59715000000.0,49711000000.0,7800000000.0,15075000000.0,333779000000.0,15163000000.0,8072000000.0,11666000000.0,88657000000.0,50074000000.0,9629000000.0,13427000000.0,191791000000.0,83111000000.0,57055000000.0,1822000000.0,141988000000.0,333779000000.0,132970000000.0,68919000000.0,0.0,2021-07-29,MICROSOFT CORPORATION,2021-06-30,USD,10-K,789019,168088000000.0,52232000000.0,115856000000.0,20716000000.0,20117000000.0,5107000000.0,5107000000.0,1600000000.0,1754000000.0,69916000000.0,2346000000.0,1232000000.0,54000000.0,1186000000.0,9831000000.0,61271000000.0,8.12,8.05,71102000000.0,0.0,2021-07-29,MICROSOFT CORPORATION,2021-06-30,USD,10-K,789019,61271000000.0,10900000000.0,6118000000.0,-150000000.0,1232000000.0,76740000000.0,20622000000.0,62924000000.0,922000000.0,-27577000000.0,1693000000.0,27385000000.0,16521000000.0,-769000000.0,-48486000000.0,-29000000.0,648000000.0,14224000000.0,14224000000.0,2000000000.0,13400000000.0,-648000000.0,0.0,304137000000.0,130236000000.0,1924000000.0,27312000000.0,12770000000.0,173973000000.0,67486000000.0,318958000000.0,136112000000.0,2280000000.0,32677500000.0,13966500000.0,95749000000.0,106487000000.0,101118000000.0,58146000000.0,0.1920973921331335,0.4501513459503938,0.5269910144909361,22.90877192982456,5.143845153393007,3.73980596427165,1.6622955359085425,0.8316551290119572
14,2022-07-28,MICROSOFT CORPORATION,2021-03-31,USD,10-K,CY2021Q1,789019,13702000000.0,111705000000.0,26322000000.0,2800000000.0,2245000000.0,11640000000.0,165614000000.0,54945000000.0,49698000000.0,8127000000.0,14427000000.0,308879000000.0,13412000000.0,8051000000.0,10450000000.0,72193000000.0,50007000000.0,9272000000.0,12941000000.0,174374000000.0,82308000000.0,50735000000.0,1462000000.0,134505000000.0,308879000000.0,127652000000.0,53692000000.0,0.0,2022-07-28,MICROSOFT CORPORATION,2021-03-31,USD,10-K,789019,41706000000.0,13045000000.0,28661000000.0,5204000000.0,5082000000.0,1327000000.0,1327000000.0,405000000.0,1754000000.0,17048000000.0,633000000.0,353000000.0,-55000000.0,188000000.0,1779000000.0,15457000000.0,2.05,2.03,17236000000.0,0.0,2022-07-28,MICROSOFT CORPORATION,2021-03-31,USD,10-K,789019,15457000000.0,405000000.0,1525000000.0,-88000000.0,353000000.0,22179000000.0,5089000000.0,18375000000.0,-400000000.0,-9684000000.0,396000000.0,6930000000.0,4221000000.0,-183000000.0,-13192000000.0,-33000000.0,-730000000.0,13702000000.0,13702000000.0,,,730000000.0,0.0,333779000000.0,141988000000.0,2636000000.0,38043000000.0,15163000000.0,184406000000.0,88657000000.0,321329000000.0,138246500000.0,2440500000.0,32182500000.0,14287500000.0,93421000000.0,95749000000.0,94585000000.0,58058000000.0,0.04810334579200757,0.11180753219792183,0.12979220674137723,5.345216144232739,1.295921696574225,0.9130358705161855,0.4409367235819633,3.405560769591741
15,2023-07-27,MICROSOFT CORPORATION,2021-09-30,USD,10-K,CY2021Q3,789019,19165000000.0,111450000000.0,27349000000.0,3400000000.0,3411000000.0,12951000000.0,174326000000.0,63772000000.0,50455000000.0,7794000000.0,21103000000.0,335418000000.0,14832000000.0,3249000000.0,10816000000.0,80528000000.0,50039000000.0,10050000000.0,14346000000.0,183440000000.0,83751000000.0,66944000000.0,1283000000.0,151978000000.0,335418000000.0,134026000000.0,66463000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2021-09-30,USD,10-K,789019,45317000000.0,13646000000.0,31671000000.0,5599000000.0,4547000000.0,1287000000.0,1287000000.0,439000000.0,,20238000000.0,539000000.0,371000000.0,-65000000.0,286000000.0,19000000.0,20505000000.0,2.73,2.71,20524000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2021-09-30,USD,10-K,789019,20505000000.0,439000000.0,1702000000.0,-5970000000.0,371000000.0,24540000000.0,5810000000.0,10309000000.0,417000000.0,-3250000000.0,612000000.0,7684000000.0,4206000000.0,-172000000.0,-16276000000.0,-73000000.0,4941000000.0,19165000000.0,19165000000.0,,,-4941000000.0,0.0,308879000000.0,134505000000.0,2245000000.0,26322000000.0,13412000000.0,165614000000.0,72193000000.0,322148500000.0,143241500000.0,2828000000.0,26835500000.0,14122000000.0,93798000000.0,93421000000.0,93609500000.0,53288000000.0,0.06365076975370054,0.14314985531427693,0.14067115010623982,4.825318246110325,1.6886959438057796,0.9662937261011189,0.4841068481297304,2.6330665085482754
16,2023-07-27,MICROSOFT CORPORATION,2021-12-31,USD,10-K,CY2021Q4,789019,20604000000.0,104765000000.0,33520000000.0,3500000000.0,3019000000.0,12280000000.0,174188000000.0,67214000000.0,50921000000.0,7462000000.0,21256000000.0,340389000000.0,15314000000.0,4998000000.0,11684000000.0,77510000000.0,48260000000.0,10774000000.0,14747000000.0,180379000000.0,84528000000.0,75045000000.0,437000000.0,160010000000.0,340389000000.0,128388000000.0,60828000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2021-12-31,USD,10-K,789019,51728000000.0,16960000000.0,34768000000.0,5758000000.0,5379000000.0,1384000000.0,1384000000.0,446000000.0,,22247000000.0,525000000.0,300000000.0,-13000000.0,268000000.0,3750000000.0,18765000000.0,2.5,2.48,22515000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2021-12-31,USD,10-K,789019,18765000000.0,446000000.0,1897000000.0,183000000.0,300000000.0,14480000000.0,5865000000.0,2505000000.0,89000000.0,-1161000000.0,291000000.0,7433000000.0,4652000000.0,-192000000.0,-11986000000.0,106000000.0,1439000000.0,20604000000.0,20604000000.0,,,-1439000000.0,0.0,335418000000.0,151978000000.0,3411000000.0,27349000000.0,14832000000.0,174326000000.0,80528000000.0,337903500000.0,155994000000.0,3215000000.0,30434500000.0,15073000000.0,96678000000.0,93798000000.0,95238000000.0,53258000000.0,0.055533606488242945,0.12029308819569984,0.1530851263748378,5.275272161741835,1.6996500681792046,1.1251907384064221,0.5431445431445432,2.3939407560569963
17,2023-07-27,MICROSOFT CORPORATION,2022-06-30,USD,10-K,CY2022,789019,13931000000.0,90826000000.0,44261000000.0,3800000000.0,3742000000.0,16924000000.0,169684000000.0,74398000000.0,67524000000.0,11298000000.0,21897000000.0,364840000000.0,19000000000.0,2749000000.0,13067000000.0,95082000000.0,47032000000.0,11489000000.0,15526000000.0,198298000000.0,86939000000.0,84281000000.0,-4678000000.0,166542000000.0,364840000000.0,108499000000.0,79266000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-06-30,USD,10-K,789019,198270000000.0,62650000000.0,135620000000.0,24512000000.0,21825000000.0,5900000000.0,5900000000.0,2000000000.0,0.0,83383000000.0,2063000000.0,461000000.0,-75000000.0,333000000.0,10978000000.0,72738000000.0,9.7,9.65,83716000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-06-30,USD,10-K,789019,72738000000.0,14600000000.0,7502000000.0,-5702000000.0,461000000.0,89035000000.0,23886000000.0,26456000000.0,2825000000.0,-30311000000.0,1841000000.0,32696000000.0,18135000000.0,-863000000.0,-58876000000.0,,-293000000.0,13931000000.0,13931000000.0,1900000000.0,16000000000.0,293000000.0,,340389000000.0,160010000000.0,3019000000.0,33520000000.0,15314000000.0,174188000000.0,77510000000.0,352614500000.0,163276000000.0,3380500000.0,38890500000.0,17157000000.0,74602000000.0,96678000000.0,85640000000.0,49781000000.0,0.20628193111741008,0.44549107033489305,0.5622854420337223,18.53276142582458,5.098160219076639,3.6515707874337004,2.315156468939748,0.5970161783576988
18,2023-07-27,MICROSOFT CORPORATION,2022-03-31,USD,10-K,CY2022Q1,789019,12498000000.0,92195000000.0,32613000000.0,3600000000.0,3296000000.0,13320000000.0,153922000000.0,70298000000.0,67371000000.0,11348000000.0,21845000000.0,344607000000.0,16085000000.0,1749000000.0,11865000000.0,77439000000.0,48177000000.0,11357000000.0,15154000000.0,181683000000.0,85767000000.0,79633000000.0,-2476000000.0,162924000000.0,344607000000.0,107989000000.0,63825000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-03-31,USD,10-K,789019,49360000000.0,15615000000.0,33745000000.0,6306000000.0,5595000000.0,1480000000.0,1480000000.0,502000000.0,0.0,20364000000.0,503000000.0,-76000000.0,-74000000.0,-174000000.0,3462000000.0,16728000000.0,2.23,2.22,20190000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-03-31,USD,10-K,789019,16728000000.0,502000000.0,1906000000.0,-198000000.0,-76000000.0,25386000000.0,5340000000.0,8723000000.0,1181000000.0,-16171000000.0,477000000.0,8822000000.0,4645000000.0,-158000000.0,-17345000000.0,24000000.0,-8106000000.0,12498000000.0,12498000000.0,,,8106000000.0,0.0,364840000000.0,166542000000.0,3742000000.0,44261000000.0,19000000000.0,169684000000.0,95082000000.0,354723500000.0,164733000000.0,3519000000.0,38437000000.0,17542500000.0,76483000000.0,74602000000.0,75542500000.0,49926000000.0,0.047157856753217646,0.10154613829651618,0.13915063422637633,4.437340153452685,1.2841793063974816,0.8901239846088072,0.6534070225369825,2.451679434295816
19,2024-12-03,MICROSOFT CORPORATION,2022-09-30,USD,8-K,CY2022Q3,789019,22884000000.0,84378000000.0,31279000000.0,3800000000.0,4268000000.0,18003000000.0,160812000000.0,77037000000.0,67459000000.0,10808000000.0,23482000000.0,359784000000.0,16609000000.0,3248000000.0,12058000000.0,87389000000.0,45374000000.0,11660000000.0,15311000000.0,186218000000.0,88535000000.0,92374000000.0,-7343000000.0,173566000000.0,359784000000.0,111530000000.0,72083000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2022-09-30,USD,8-K,789019,50122000000.0,15452000000.0,34670000000.0,6628000000.0,5126000000.0,1398000000.0,1398000000.0,633000000.0,,21518000000.0,500000000.0,13000000.0,-78000000.0,54000000.0,4016000000.0,17556000000.0,2.35,2.35,21572000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2022-09-30,USD,8-K,789019,17556000000.0,633000000.0,2192000000.0,-1191000000.0,13000000.0,23198000000.0,6283000000.0,5013000000.0,860000000.0,-3132000000.0,575000000.0,5573000000.0,4621000000.0,-264000000.0,-10883000000.0,,8953000000.0,22884000000.0,22884000000.0,,,-8953000000.0,,344607000000.0,162924000000.0,3296000000.0,32613000000.0,16085000000.0,153922000000.0,77439000000.0,352195500000.0,168245000000.0,3782000000.0,31946000000.0,16347000000.0,73423000000.0,76483000000.0,74953000000.0,48622000000.0,0.04984731491458579,0.10434782608695652,0.14231300513493217,4.085668958223162,1.5689601202028423,0.945249892946718,0.6687123930996758,2.2595966167859465
20,2023-07-27,MICROSOFT CORPORATION,2022-12-31,USD,10-K,CY2022Q4,789019,15646000000.0,83862000000.0,35833000000.0,4200000000.0,2980000000.0,19502000000.0,157823000000.0,82755000000.0,67905000000.0,10354000000.0,24994000000.0,364552000000.0,15354000000.0,3997000000.0,12802000000.0,81718000000.0,44119000000.0,11998000000.0,16479000000.0,181416000000.0,90225000000.0,99368000000.0,-6457000000.0,183136000000.0,364552000000.0,102488000000.0,64919000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-12-31,USD,10-K,789019,52747000000.0,17488000000.0,35259000000.0,6844000000.0,5679000000.0,2337000000.0,2337000000.0,632000000.0,,20399000000.0,490000000.0,-15000000.0,-18000000.0,-60000000.0,3914000000.0,16425000000.0,2.2,2.2,20339000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2022-12-31,USD,10-K,789019,16425000000.0,632000000.0,2538000000.0,-1305000000.0,-15000000.0,11173000000.0,6274000000.0,11599000000.0,301000000.0,-7150000000.0,243000000.0,5459000000.0,5066000000.0,-317000000.0,-11349000000.0,,-7238000000.0,15646000000.0,15646000000.0,,,7238000000.0,,359784000000.0,173566000000.0,4268000000.0,31279000000.0,16609000000.0,160812000000.0,87389000000.0,362168000000.0,178351000000.0,3624000000.0,33556000000.0,15981500000.0,76105000000.0,73423000000.0,74764000000.0,48116000000.0,0.04535188089505423,0.09209368043913407,0.14564235382474433,4.82560706401766,1.5719096435808797,1.0942652441885932,0.7055133486704831,2.358743075640963
21,2023-07-27,MICROSOFT CORPORATION,2023-06-30,USD,10-K,CY2023,789019,34704000000.0,76558000000.0,48688000000.0,4500000000.0,2500000000.0,21807000000.0,184257000000.0,95641000000.0,67886000000.0,9366000000.0,30601000000.0,411976000000.0,18095000000.0,5247000000.0,14745000000.0,104149000000.0,41990000000.0,12728000000.0,17981000000.0,205753000000.0,93718000000.0,118848000000.0,-6343000000.0,206223000000.0,411976000000.0,113762000000.0,84157000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2023-06-30,USD,10-K,789019,211915000000.0,65863000000.0,146052000000.0,27195000000.0,22759000000.0,7575000000.0,7575000000.0,2500000000.0,0.0,88523000000.0,1968000000.0,260000000.0,181000000.0,788000000.0,16950000000.0,72361000000.0,9.72,9.68,89311000000.0,0.0,2023-07-27,MICROSOFT CORPORATION,2023-06-30,USD,10-K,789019,72361000000.0,13500000000.0,9611000000.0,-6059000000.0,260000000.0,87582000000.0,28107000000.0,37651000000.0,3116000000.0,-22680000000.0,1866000000.0,22245000000.0,19800000000.0,-1006000000.0,-43935000000.0,,20773000000.0,34704000000.0,34704000000.0,1700000000.0,23100000000.0,-20773000000.0,,364552000000.0,183136000000.0,2980000000.0,35833000000.0,15354000000.0,157823000000.0,81718000000.0,388264000000.0,194679500000.0,2740000000.0,42260500000.0,16724500000.0,80108000000.0,76105000000.0,78106500000.0,47237000000.0,0.18637061380916078,0.37169296202219543,0.5458013104485607,24.037591240875912,5.014493439500242,3.938114741845795,2.713154474979675,0.533612733413915
22,2024-12-03,MICROSOFT CORPORATION,2023-03-31,USD,8-K,CY2023Q1,789019,26562000000.0,77865000000.0,37420000000.0,4300000000.0,2877000000.0,19165000000.0,163889000000.0,88132000000.0,67940000000.0,9879000000.0,26954000000.0,380088000000.0,15305000000.0,6245000000.0,12664000000.0,85691000000.0,41965000000.0,12312000000.0,17437000000.0,185405000000.0,92093000000.0,108234000000.0,-5644000000.0,194683000000.0,380088000000.0,107304000000.0,66782000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2023-03-31,USD,8-K,789019,52857000000.0,16128000000.0,36729000000.0,6984000000.0,5750000000.0,1643000000.0,1643000000.0,612000000.0,,22352000000.0,496000000.0,105000000.0,122000000.0,321000000.0,4374000000.0,18299000000.0,2.46,2.45,22673000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2023-03-31,USD,8-K,789019,18299000000.0,612000000.0,2465000000.0,-1675000000.0,105000000.0,24441000000.0,6607000000.0,9063000000.0,1686000000.0,-3264000000.0,536000000.0,5509000000.0,5059000000.0,-258000000.0,-10290000000.0,,10916000000.0,26562000000.0,26562000000.0,,,-10916000000.0,,411976000000.0,206223000000.0,2500000000.0,48688000000.0,18095000000.0,184257000000.0,104149000000.0,396032000000.0,200453000000.0,2688500000.0,43054000000.0,16700000000.0,78198000000.0,80108000000.0,79153000000.0,48210000000.0,0.04620586215255333,0.0912882321541708,0.1334664875565611,5.998884136135391,1.2276908068936685,0.9657485029940119,0.6677826487941076,2.1568539727988547
23,2023-10-24,MICROSOFT CORPORATION,2023-09-30,USD,10-Q,CY2023Q3,789019,80452000000.0,63499000000.0,36953000000.0,4500000000.0,3000000000.0,23682000000.0,207586000000.0,102502000000.0,67790000000.0,8895000000.0,32154000000.0,445785000000.0,19307000000.0,3748000000.0,14475000000.0,124792000000.0,41946000000.0,13487000000.0,18634000000.0,225071000000.0,95508000000.0,132143000000.0,-6937000000.0,220714000000.0,445785000000.0,146951000000.0,106569000000.0,0.0,2023-10-24,MICROSOFT CORPORATION,2023-09-30,USD,10-Q,789019,56517000000.0,16302000000.0,40215000000.0,6659000000.0,5187000000.0,1474000000.0,1474000000.0,636000000.0,,26895000000.0,525000000.0,-107000000.0,-101000000.0,389000000.0,4993000000.0,22291000000.0,3.0,2.99,27284000000.0,0.0,2023-10-24,MICROSOFT CORPORATION,2023-09-30,USD,10-Q,789019,22291000000.0,636000000.0,2507000000.0,-568000000.0,-107000000.0,30583000000.0,9917000000.0,8460000000.0,982000000.0,503000000.0,685000000.0,4831000000.0,5051000000.0,-307000000.0,14761000000.0,,45748000000.0,80452000000.0,80452000000.0,,,-45748000000.0,,380088000000.0,194683000000.0,2877000000.0,37420000000.0,15305000000.0,163889000000.0,85691000000.0,412936500000.0,207698500000.0,2938500000.0,37186500000.0,17306000000.0,82794000000.0,78198000000.0,80496000000.0,45694000000.0,0.05398166546188094,0.1073238371967058,0.13686607989363983,5.547728432873916,1.519825743213263,0.9419854385762163,0.7021094215861657,1.6989775051124745
24,2024-01-30,MICROSOFT CORPORATION,2023-12-31,USD,10-Q,CY2023Q4,789019,17305000000.0,63712000000.0,42831000000.0,4800000000.0,1615000000.0,21930000000.0,147393000000.0,112308000000.0,118931000000.0,29896000000.0,32265000000.0,470558000000.0,17695000000.0,2250000000.0,16362000000.0,121016000000.0,44928000000.0,14155000000.0,20787000000.0,232290000000.0,97480000000.0,145737000000.0,-4949000000.0,238268000000.0,470558000000.0,82632000000.0,102404000000.0,0.0,2024-01-30,MICROSOFT CORPORATION,2023-12-31,USD,10-Q,789019,62020000000.0,19623000000.0,42397000000.0,7142000000.0,6246000000.0,1977000000.0,1977000000.0,1300000000.0,,27032000000.0,909000000.0,69000000.0,36000000.0,-506000000.0,4656000000.0,21870000000.0,2.94,2.93,26526000000.0,0.0,2024-01-30,MICROSOFT CORPORATION,2023-12-31,USD,10-Q,789019,21870000000.0,1300000000.0,2828000000.0,-1702000000.0,69000000.0,18853000000.0,9735000000.0,4258000000.0,-1347000000.0,-71925000000.0,261000000.0,4000000000.0,5574000000.0,-201000000.0,-10147000000.0,,-63147000000.0,17305000000.0,17305000000.0,,,63147000000.0,,445785000000.0,220714000000.0,3000000000.0,36953000000.0,19307000000.0,207586000000.0,124792000000.0,458171500000.0,229491000000.0,2307500000.0,39892000000.0,18501000000.0,26377000000.0,82794000000.0,54585500000.0,47178000000.0,0.04773321780163105,0.095297854817836,0.13536415949049646,8.504008667388948,1.5546976837461146,1.0606453705205123,1.1361991737732549,1.7452648712636876
25,2024-12-03,MICROSOFT CORPORATION,2024-06-30,USD,8-K,CY2024,789019,18315000000.0,57228000000.0,56924000000.0,4900000000.0,1246000000.0,26021000000.0,159734000000.0,135591000000.0,119220000000.0,27597000000.0,36460000000.0,512163000000.0,21996000000.0,2249000000.0,19185000000.0,125286000000.0,42688000000.0,15497000000.0,27064000000.0,243686000000.0,100923000000.0,173144000000.0,-5590000000.0,268477000000.0,512163000000.0,76789000000.0,103852000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2024-06-30,USD,8-K,789019,245122000000.0,74114000000.0,171008000000.0,29510000000.0,24456000000.0,7609000000.0,7609000000.0,4800000000.0,,109433000000.0,2935000000.0,-118000000.0,-244000000.0,-1646000000.0,19651000000.0,88136000000.0,11.86,11.8,107787000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2024-06-30,USD,8-K,789019,88136000000.0,20000000000.0,10734000000.0,-4738000000.0,-118000000.0,118548000000.0,44477000000.0,17732000000.0,1298000000.0,-96970000000.0,2002000000.0,17254000000.0,21771000000.0,-1309000000.0,-37757000000.0,,-16389000000.0,18315000000.0,18315000000.0,1700000000.0,23400000000.0,16389000000.0,,470558000000.0,238268000000.0,1615000000.0,42831000000.0,17695000000.0,147393000000.0,121016000000.0,491360500000.0,253372500000.0,1430500000.0,49877500000.0,19845500000.0,34448000000.0,26377000000.0,30412500000.0,44937000000.0,0.17937135768951717,0.34785148348775025,0.4988638687888017,51.80985669346382,4.914480477169064,3.7345493940691843,8.059909576654336,0.4106348176509828
26,2024-12-03,MICROSOFT CORPORATION,2024-03-31,USD,8-K,CY2024Q1,789019,19634000000.0,60387000000.0,44029000000.0,4800000000.0,1304000000.0,21826000000.0,147180000000.0,121375000000.0,119163000000.0,28828000000.0,35551000000.0,484275000000.0,18087000000.0,2249000000.0,18023000000.0,118525000000.0,42658000000.0,14469000000.0,23271000000.0,231123000000.0,99193000000.0,159394000000.0,-5435000000.0,253152000000.0,484275000000.0,81325000000.0,98253000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2024-03-31,USD,8-K,789019,61858000000.0,18505000000.0,43353000000.0,7653000000.0,6207000000.0,1912000000.0,1912000000.0,1400000000.0,,27581000000.0,800000000.0,-25000000.0,-138000000.0,-854000000.0,4788000000.0,21939000000.0,2.95,2.94,26727000000.0,0.0,2024-12-03,MICROSOFT CORPORATION,2024-03-31,USD,8-K,789019,21939000000.0,1400000000.0,2703000000.0,-1323000000.0,-25000000.0,31917000000.0,10952000000.0,2183000000.0,1281000000.0,-10700000000.0,522000000.0,4213000000.0,5572000000.0,-498000000.0,-18808000000.0,,2329000000.0,19634000000.0,19634000000.0,,,-2329000000.0,,512163000000.0,268477000000.0,1246000000.0,56924000000.0,21996000000.0,159734000000.0,125286000000.0,498219000000.0,260814500000.0,1275000000.0,50476500000.0,20041500000.0,28655000000.0,34448000000.0,31551500000.0,44907000000.0,0.04403485214333456,0.08411725575073471,0.12415825169252878,14.513725490196078,1.2254811645022932,0.9233340817803058,1.9605407032946136,1.6281860701207354
27,2025-01-29,MICROSOFT CORPORATION,2024-09-30,USD,10-Q,CY2024Q3,789019,20840000000.0,57588000000.0,44148000000.0,4800000000.0,1626000000.0,25724000000.0,149926000000.0,152863000000.0,119374000000.0,26751000000.0,37793000000.0,523013000000.0,22768000000.0,2249000000.0,19114000000.0,115200000000.0,42868000000.0,16361000000.0,31165000000.0,235290000000.0,102976000000.0,188929000000.0,-4182000000.0,287723000000.0,523013000000.0,80054000000.0,93837000000.0,0.0,2025-01-29,MICROSOFT CORPORATION,2024-09-30,USD,10-Q,789019,65585000000.0,20099000000.0,45486000000.0,7544000000.0,5717000000.0,1673000000.0,1673000000.0,1400000000.0,,30552000000.0,,463000000.0,176000000.0,-283000000.0,5602000000.0,24667000000.0,3.32,3.3,30269000000.0,0.0,2025-01-29,MICROSOFT CORPORATION,2024-09-30,USD,10-Q,789019,24667000000.0,1400000000.0,2832000000.0,-1433000000.0,463000000.0,34180000000.0,14923000000.0,1620000000.0,913000000.0,-15201000000.0,706000000.0,4107000000.0,5574000000.0,-889000000.0,-16576000000.0,,2525000000.0,20840000000.0,20840000000.0,,,-2525000000.0,,484275000000.0,253152000000.0,1304000000.0,44029000000.0,18087000000.0,147180000000.0,118525000000.0,503644000000.0,270437500000.0,1465000000.0,44088500000.0,20427500000.0,34726000000.0,28655000000.0,31690500000.0,45117000000.0,0.04897705522154538,0.0912114629073261,0.1302209497184519,13.719453924914676,1.4875761252934439,0.9839187369966956,2.0695476562376736,1.4767282010997644
28,2025-01-29,MICROSOFT CORPORATION,2024-12-31,USD,10-Q,CY2024Q4,789019,17482000000.0,54073000000.0,48188000000.0,4900000000.0,909000000.0,26428000000.0,147080000000.0,166902000000.0,119191000000.0,25385000000.0,36943000000.0,533898000000.0,22608000000.0,5248000000.0,20286000000.0,108882000000.0,39722000000.0,17254000000.0,35906000000.0,231203000000.0,104829000000.0,203482000000.0,-5616000000.0,302695000000.0,533898000000.0,72464000000.0,83348000000.0,0.0,2025-01-29,MICROSOFT CORPORATION,2024-12-31,USD,10-Q,789019,69632000000.0,21799000000.0,47833000000.0,7917000000.0,6440000000.0,1823000000.0,1823000000.0,1500000000.0,,31653000000.0,,-860000000.0,-153000000.0,-2288000000.0,5257000000.0,24108000000.0,3.24,3.23,29365000000.0,0.0,2025-01-29,MICROSOFT CORPORATION,2024-12-31,USD,10-Q,789019,24108000000.0,1500000000.0,3089000000.0,-1158000000.0,-860000000.0,22291000000.0,15804000000.0,2050000000.0,16000000.0,-14112000000.0,256000000.0,4986000000.0,6170000000.0,-343000000.0,-11243000000.0,,-3358000000.0,17482000000.0,17482000000.0,,,3358000000.0,,523013000000.0,287723000000.0,1626000000.0,44148000000.0,22768000000.0,149926000000.0,115200000000.0,528455500000.0,295209000000.0,1267500000.0,46168000000.0,22688000000.0,38198000000.0,34726000000.0,36462000000.0,44970000000.0,0.04561973524733871,0.08166417690517566,0.13176511551114523,17.198422090729782,1.5082308092185064,0.9608162905500706,1.9097142230267128,1.420718415316084
